Area_SqFt,Rooms,Build_Year,Location,Street_Type,Furnishing,Property_Type,Has_Pool,Price
2234.748575,2,2007,Lucknow,Gated Society,Furnished,Apartment,Yes,611642
2579.63024,6,1994,Jaipur,Gated Society,Furnished,Apartment,Yes,662883
2869.555463,,1997,Noida,Gated Society,Semi-Furnished,Villa,No,875090
1946.855129,4,2020,Indore,Gated Society,Semi-Furnished,Apartment,No,504996
1490.507603,3,1994,Noida,Main Road,Furnished,Independent House,Yes,491501
967.6294175,5,2009,Prayagraj,Main Road,Semi-Furnished,Independent House,Yes,396485
2533.697683,3,2024,Jaipur,Highway Facing,Unfurnished,Apartment,Yes,600368
2087.291915,2,2013,Kanpur,Corner Plot,Unfurnished,Duplex,Yes,543691
2782.013876,6,1985,Noida,Corner Plot,Unfurnished,Independent House,No,719639
2038.318179,5,2019,Noida,Main Road,Unfurnished,Apartment,Yes,592208
2625.772304,4,1990,Delhi,Highway Facing,Semi-Furnished,Apartment,No,632613
1629.676947,7,2019,Indore,Highway Facing,Unfurnished,Villa,No,580074
2779.770772,3,2006,Prayagraj,Highway Facing,Unfurnished,Duplex,No,659643
,5,2017,Kanpur,Gated Society,Furnished,Apartment,No,478874
1362.702448,2,2012,Kanpur,Highway Facing,Semi-Furnished,Apartment,No,348115
2880.664626,4,1986,Jaipur,Corner Plot,Unfurnished,Villa,Yes,735024
1892.5529,4,2013,Prayagraj,Residential Lane,Unfurnished,Duplex,Yes,531981
,3,2001,Noida,Gated Society,Unfurnished,Independent House,Yes,623888
2387.620022,2,2011,Jaipur,Highway Facing,Semi-Furnished,Independent House,No,557996
2608.512479,3,2022,Gurugram,Highway Facing,Furnished,Duplex,No,773899
1899.325953,5,2003,Jaipur,Residential Lane,Furnished,Apartment,No,496189
2854.451268,7,2020,Noida,Gated Society,Furnished,Apartment,Yes,866047
3385.433012,4,2006,Prayagraj,Highway Facing,Unfurnished,Independent House,No,722182
1923.118421,2,1988,Delhi,Corner Plot,Unfurnished,Apartment,No,462812
2616.847968,7,2022,Noida,Highway Facing,Semi-Furnished,Apartment,Yes,774097
2374.09718,5,1999,Gurugram,Main Road,Semi-Furnished,Duplex,No,704351
2345.118436,2,2004,Jaipur,Main Road,Unfurnished,Apartment,Yes,511282
1664.786552,7,2017,Noida,Residential Lane,Unfurnished,Apartment,No,465668
1194.889105,7,1987,Delhi,Highway Facing,Semi-Furnished,Apartment,No,441893
2575.830946,7,2009,Lucknow,Corner Plot,,Duplex,No,693482
2749.631341,4,2022,Lucknow,Residential Lane,Semi-Furnished,Duplex,No,698466
1936.521918,2,1997,Indore,Gated Society,Semi-Furnished,Apartment,No,423451
1825.476908,4,1998,Delhi,Main Road,Unfurnished,Apartment,Yes,526554
3018.24987,5,2005,Gurugram,Gated Society,Unfurnished,Apartment,No,751820
2142.731715,3,2007,Prayagraj,Residential Lane,Unfurnished,Villa,No,573527
2501.886109,6,2020,Delhi,Residential Lane,Furnished,Apartment,No,716750
2550.843206,,2019,Delhi,Gated Society,Semi-Furnished,Villa,No,881591
2431.05197,2,2006,Jaipur,Gated Society,Semi-Furnished,Independent House,No,627913
2077.787435,6,2001,Prayagraj,Residential Lane,Semi-Furnished,Villa,No,575031
2405.852999,7,2001,Indore,Residential Lane,Unfurnished,Apartment,No,532360
2815.384891,3,1993,Gurugram,Highway Facing,Furnished,Independent House,Yes,793980
2342.187053,2,2017,Gurugram,Highway Facing,Semi-Furnished,Independent House,No,632082
2200.245022,4,1997,Noida,Gated Society,Semi-Furnished,Apartment,No,560495
1691.016456,6,2023,Noida,Main Road,Furnished,Apartment,Yes,609180
2127.352147,2,2023,Delhi,Main Road,Unfurnished,Independent House,No,614305
2715.565132,4,2016,Indore,Main Road,Semi-Furnished,Independent House,No,684181
2076.341573,7,2000,Lucknow,Highway Facing,Furnished,Independent House,Yes,684000
2932.466334,2,1999,Prayagraj,Main Road,Unfurnished,Duplex,No,648234
2048.363794,,2024,Lucknow,Corner Plot,Semi-Furnished,Apartment,No,505238
2860.043426,5,2013,Prayagraj,Highway Facing,Furnished,Apartment,No,664154
1856.610036,7,1988,Lucknow,Highway Facing,,Independent House,No,535068
2085.075215,5,2015,Prayagraj,Main Road,Semi-Furnished,Apartment,No,564296
2863.603565,7,2023,Lucknow,Main Road,Furnished,Apartment,No,808151
1759.460564,5,1993,Kanpur,Gated Society,Furnished,Apartment,No,514018
1506.092992,3,2020,Prayagraj,Residential Lane,Furnished,Apartment,No,428913
1757.218434,4,2024,Noida,Corner Plot,Semi-Furnished,Independent House,No,588997
3342.558998,3,1996,Jaipur,Residential Lane,Unfurnished,Apartment,No,690644
3096.867277,4,2022,Prayagraj,Main Road,Semi-Furnished,Villa,No,863792
1229.293789,4,2020,Noida,Gated Society,Unfurnished,Villa,No,530984
1816.7755,5,2021,Delhi,Corner Plot,,Independent House,No,656896
1891.116131,4,1999,Indore,Residential Lane,Unfurnished,Apartment,No,387854
2237.394999,6,1991,Kanpur,Residential Lane,Unfurnished,Apartment,No,467369
1810.988641,4,2004,Prayagraj,Highway Facing,,Duplex,No,475835
2146.46475,2,2019,Gurugram,Gated Society,Unfurnished,Independent House,Yes,634895
2794.9717,4,2006,Kanpur,Residential Lane,Semi-Furnished,Apartment,Yes,614875
2219.319668,3,2019,Prayagraj,Gated Society,Semi-Furnished,Apartment,No,520116
2306.46317,4,1986,Gurugram,Main Road,Furnished,Independent House,No,646715
2402.207111,4,1989,Lucknow,Residential Lane,Semi-Furnished,Villa,No,606197
2580.495402,4,2016,Noida,Highway Facing,Semi-Furnished,Apartment,No,672642
3279.422955,2,1994,Delhi,Corner Plot,Semi-Furnished,Apartment,No,742963
2251.19393,2,2013,Noida,Corner Plot,Semi-Furnished,Apartment,No,539797
2101.467633,,2004,Gurugram,Corner Plot,Semi-Furnished,Apartment,No,592040
,7,1986,Noida,Highway Facing,Semi-Furnished,Apartment,No,590573
1755.910529,5,2000,Gurugram,Gated Society,Unfurnished,Independent House,No,563382
2867.051542,2,2019,Prayagraj,Residential Lane,Semi-Furnished,Independent House,Yes,669607
2520.191874,6,2014,Lucknow,Gated Society,Unfurnished,Villa,Yes,794063
2086.777313,3,1991,Noida,Highway Facing,Semi-Furnished,Apartment,Yes,523582
1263.782704,4,1992,Indore,Corner Plot,Unfurnished,Apartment,Yes,334950
1455.14597,5,2021,Lucknow,Residential Lane,Furnished,Duplex,Yes,528270
1145.04522,5,2016,Indore,Residential Lane,Semi-Furnished,Apartment,Yes,380806
1415.491593,7,2007,Jaipur,Residential Lane,Unfurnished,Apartment,Yes,454653
1547.776699,6,2009,Gurugram,Corner Plot,Unfurnished,Duplex,No,507405
9022.275608,6,2001,Indore,Corner Plot,Furnished,Independent House,No,1396460.448
3358.209154,5,2022,Jaipur,Main Road,Unfurnished,Apartment,No,758201
1910.610706,2,2016,Prayagraj,Gated Society,Unfurnished,Apartment,Yes,436953
3247.275124,3,1998,Lucknow,Corner Plot,Semi-Furnished,Apartment,No,714977
1709.221035,7,2012,Gurugram,Corner Plot,Semi-Furnished,Apartment,Yes,597697
2317.399161,7,1992,Kanpur,Main Road,Unfurnished,Apartment,No,566849
2881.030867,6,1989,Delhi,Main Road,Furnished,Independent House,Yes,840400
3591.260478,5,1997,Noida,Residential Lane,Furnished,Apartment,No,843466
1777.91845,2,1999,Indore,Residential Lane,Furnished,Duplex,Yes,498850
2278.150735,4,2010,Prayagraj,Gated Society,Semi-Furnished,Villa,No,686412
2175.391251,3,2001,Prayagraj,Residential Lane,Semi-Furnished,Villa,No,560119
,4,1999,Noida,Corner Plot,Semi-Furnished,Apartment,No,477283
2230.984958,5,1993,Delhi,Corner Plot,Furnished,Apartment,No,622559
1886.591889,2,1992,Kanpur,Corner Plot,Semi-Furnished,Villa,No,525318
2986.01436,4,2015,Indore,Residential Lane,Semi-Furnished,Independent House,No,699413
2103.43983,3,2022,Indore,Highway Facing,Semi-Furnished,Villa,Yes,670455
1813.499591,2,2005,Jaipur,Highway Facing,Semi-Furnished,Independent House,No,447745
1597.511598,5,1986,Prayagraj,Highway Facing,Semi-Furnished,Apartment,No,392781
2061.466931,6,2016,Lucknow,Corner Plot,Unfurnished,Apartment,No,538148
1867.810656,4,2012,Noida,Main Road,Unfurnished,Apartment,No,495874
2552.263887,5,2011,Indore,Corner Plot,Furnished,Apartment,Yes,666378
2666.956002,4,2008,Noida,Main Road,Unfurnished,Villa,No,756358
2675.859234,6,1987,Indore,Main Road,Furnished,Apartment,No,654455
1678.095914,,2007,Lucknow,Corner Plot,Unfurnished,Apartment,No,422310
1592.573797,2,1986,Noida,Gated Society,Semi-Furnished,Villa,Yes,594695
2393.877733,2,2022,Noida,Residential Lane,Furnished,Independent House,No,637432
2833.617272,,1989,Gurugram,Corner Plot,Semi-Furnished,Independent House,No,736450
3250.180259,4,2024,Delhi,Corner Plot,Furnished,Villa,No,975210
2132.510087,6,2021,Prayagraj,Gated Society,Furnished,Duplex,Yes,712933
2583.202,4,2014,Lucknow,Corner Plot,Unfurnished,Villa,No,719380
2415.928715,6,2012,Delhi,Residential Lane,Semi-Furnished,Apartment,No,698296
1972.516957,6,1985,Jaipur,Residential Lane,Semi-Furnished,Villa,No,636031
2148.500096,6,2000,Jaipur,Main Road,Furnished,Apartment,No,608594
2162.447308,7,1990,Kanpur,Gated Society,Semi-Furnished,Villa,No,670916
1807.017007,4,1990,Noida,Main Road,Semi-Furnished,Independent House,No,549409
2103.319943,7,1990,Noida,Residential Lane,Furnished,Duplex,No,667946
1958.020398,5,1999,Gurugram,Corner Plot,Semi-Furnished,Independent House,No,605938
2605.488893,3,2024,Prayagraj,Main Road,Unfurnished,Duplex,No,621939
3077.82667,7,1998,Jaipur,Corner Plot,Semi-Furnished,Apartment,No,725788
2254.487992,3,2015,Indore,Highway Facing,Furnished,Apartment,Yes,553496
959.1272309,6,2000,Noida,Residential Lane,Furnished,Villa,No,488705
1558.569158,7,2007,Kanpur,Residential Lane,Furnished,Apartment,No,423257
2201.545784,3,2002,Noida,Main Road,Furnished,Independent House,Yes,691496
2075.888813,4,1995,Indore,Corner Plot,Furnished,Apartment,No,507119
2448.385875,7,2019,Lucknow,Highway Facing,Semi-Furnished,Villa,No,751730
914.2348416,4,1993,Gurugram,Gated Society,Furnished,Apartment,Yes,397161
963.5214123,5,2018,Indore,Main Road,Unfurnished,Independent House,Yes,426338
1609.21564,2,2009,Lucknow,Residential Lane,Furnished,Apartment,No,421346
1606.80461,7,1986,Noida,Residential Lane,Furnished,Apartment,No,479516
1149.854152,6,2010,Delhi,Corner Plot,Furnished,Apartment,No,502703
1666.086242,5,2023,Noida,Highway Facing,Semi-Furnished,Independent House,Yes,617520
1892.147448,7,2024,Prayagraj,Highway Facing,Unfurnished,Apartment,Yes,542070
2549.613878,6,2010,Lucknow,Gated Society,Semi-Furnished,Apartment,Yes,686053
1687.337989,6,2021,Jaipur,Corner Plot,Semi-Furnished,Independent House,No,524124
1841.914799,,2011,Prayagraj,Corner Plot,Semi-Furnished,Apartment,No,473534
,3,1989,Kanpur,Gated Society,Furnished,Villa,No,542238
1488.399329,5,1993,Gurugram,Corner Plot,Semi-Furnished,Villa,Yes,585898
2738.132162,3,1989,Kanpur,Highway Facing,Semi-Furnished,Independent House,Yes,655862
1992.814764,3,1993,Jaipur,Corner Plot,Unfurnished,Villa,Yes,584193
2691.124629,6,2015,Prayagraj,Residential Lane,Semi-Furnished,Apartment,No,661336
3046.857419,7,2023,Gurugram,Main Road,,Apartment,No,866541
2505.573777,5,2015,Gurugram,Corner Plot,Furnished,Independent House,No,785730
2563.9842,3,2008,Gurugram,Residential Lane,,Apartment,No,653198
1646.551855,6,1994,Indore,Main Road,Semi-Furnished,Independent House,No,494788
2356.063063,5,2011,Noida,Residential Lane,Semi-Furnished,Apartment,No,586710
2857.371369,5,2023,Delhi,Highway Facing,Semi-Furnished,Apartment,No,765134
2754.094185,7,1986,Lucknow,Gated Society,Semi-Furnished,Independent House,Yes,744548
1774.804099,7,2021,Kanpur,Residential Lane,Unfurnished,Apartment,No,469874
2442.718933,5,2006,Indore,Gated Society,Unfurnished,Villa,No,694893
2850.228716,3,2022,Indore,Gated Society,Furnished,Apartment,No,718734
2852.704041,7,2023,Kanpur,Corner Plot,Furnished,Independent House,Yes,842541
1116.49975,5,2001,Jaipur,Corner Plot,Semi-Furnished,Apartment,No,360127
3044.331796,4,1998,Delhi,Gated Society,Semi-Furnished,Apartment,Yes,795355
2843.60929,4,2004,Delhi,Gated Society,Furnished,Independent House,No,821867
2980.032195,5,2011,Jaipur,Main Road,Furnished,Apartment,Yes,738207
2980.19224,3,2000,Kanpur,Highway Facing,Unfurnished,Apartment,No,550654
1750.256488,6,2004,Prayagraj,Highway Facing,Semi-Furnished,Independent House,No,474259
1765.972104,5,2004,Lucknow,Highway Facing,Semi-Furnished,Independent House,No,514696
1549.969231,5,2006,Jaipur,Gated Society,Unfurnished,Apartment,No,445485
2354.060644,3,2010,Prayagraj,Corner Plot,Unfurnished,Independent House,No,519673
1787.113885,4,2010,Gurugram,Residential Lane,Semi-Furnished,Independent House,No,546875
1739.259812,3,2012,Indore,Highway Facing,Furnished,Duplex,No,499438
1815.374986,4,2021,Indore,Main Road,Unfurnished,Villa,Yes,634092
2544.758511,7,1995,Delhi,Gated Society,Furnished,Independent House,No,810413
2151.575542,7,2013,Lucknow,Highway Facing,Semi-Furnished,Duplex,No,652572
1064.273437,6,1999,Delhi,Highway Facing,Furnished,Independent House,No,480821
1754.031876,3,2022,Delhi,Residential Lane,Semi-Furnished,Apartment,No,550456
1914.036721,2,1991,Noida,Highway Facing,Furnished,Apartment,No,469069
1585.23769,2,1988,Noida,Corner Plot,Semi-Furnished,Independent House,Yes,473086
2316.915717,6,2008,Noida,Corner Plot,Furnished,Independent House,No,719731
2087.637567,5,2013,Jaipur,Highway Facing,Semi-Furnished,Independent House,Yes,633445
2478.074083,5,2014,Gurugram,Residential Lane,Semi-Furnished,Villa,Yes,827457
1811.29863,6,1985,Noida,Residential Lane,Furnished,Independent House,No,579209
2144.241959,6,2002,Prayagraj,Main Road,Unfurnished,Apartment,No,502894
2490.684836,2,2005,Prayagraj,Main Road,Semi-Furnished,Apartment,Yes,589388
2036.706732,5,2002,Gurugram,Residential Lane,Semi-Furnished,Apartment,No,550647
1865.955062,3,1995,Noida,Corner Plot,Semi-Furnished,Villa,No,591482
2898.044961,7,2009,Prayagraj,Highway Facing,Unfurnished,Independent House,No,714081
1460.775454,2,1993,Kanpur,Gated Society,Semi-Furnished,Villa,Yes,518235
1350.592456,3,1999,Gurugram,Highway Facing,Furnished,Apartment,No,423088
1903.970098,7,1997,Gurugram,Residential Lane,Furnished,Independent House,No,627069
3132.647583,2,1998,Delhi,Residential Lane,Furnished,Independent House,No,816228
1973.497147,4,2000,Indore,Main Road,Furnished,Apartment,No,509604
1299.317295,2,2007,Jaipur,Gated Society,Unfurnished,Apartment,No,341830
2737.798552,3,2012,Gurugram,Main Road,Semi-Furnished,Apartment,No,640702
1644.170979,3,1987,Kanpur,Gated Society,Furnished,Apartment,No,412477
2472.909553,3,1994,Noida,Corner Plot,Furnished,Apartment,No,596088
2849.352502,4,2023,Kanpur,Gated Society,Furnished,Apartment,Yes,730792
2377.635977,7,2003,Jaipur,Corner Plot,Semi-Furnished,Independent House,No,662076
2439.123536,6,2021,Noida,Highway Facing,Semi-Furnished,Independent House,No,720000
2826.304126,7,2000,Gurugram,Corner Plot,,Apartment,No,750199
2479.711233,3,2024,Delhi,Main Road,Semi-Furnished,Apartment,Yes,733298
2705.837911,7,1997,Jaipur,Main Road,Semi-Furnished,Apartment,No,692892
1615.178137,4,2024,Jaipur,Residential Lane,Furnished,Independent House,No,498476
2851.31503,2,2015,Indore,Gated Society,Semi-Furnished,Apartment,Yes,665479
1907.699997,2,2012,Delhi,Residential Lane,Furnished,Independent House,No,552965
2746.661366,6,1995,Indore,Highway Facing,Furnished,Independent House,No,694051
2328.032709,2,2008,Kanpur,Main Road,Furnished,Apartment,No,522624
2325.991079,2,2000,Gurugram,Highway Facing,Semi-Furnished,Apartment,No,574016
1744.95805,2,2018,Indore,Residential Lane,Furnished,Independent House,Yes,494215
1344.216486,2,2023,Noida,Main Road,Furnished,Apartment,No,468688
2881.771204,5,2024,Delhi,Residential Lane,Unfurnished,Apartment,No,720187
3467.001314,3,1986,Lucknow,Residential Lane,Semi-Furnished,Apartment,No,666830
2391.215886,7,1993,Gurugram,Highway Facing,Unfurnished,Apartment,Yes,640032
1983.958792,6,1994,Delhi,Corner Plot,Semi-Furnished,Independent House,No,607180
2297.740745,6,2007,Noida,Highway Facing,Unfurnished,Apartment,No,602865
1955.308109,2,1986,Noida,Corner Plot,Furnished,Independent House,No,517095
1822.025408,7,2004,Gurugram,Highway Facing,Furnished,Independent House,No,602535
2466.341662,5,2019,Delhi,Highway Facing,Unfurnished,Apartment,No,665149
1926.687386,7,2024,Noida,Corner Plot,Semi-Furnished,Independent House,No,643117
2629.069303,4,1994,Delhi,Residential Lane,Unfurnished,Independent House,No,673346
2203.948157,4,2010,Kanpur,Residential Lane,Furnished,Apartment,Yes,525154
2192.105043,6,2023,Indore,Highway Facing,Unfurnished,Apartment,No,547437
2766.201615,7,1988,Gurugram,Gated Society,Furnished,Independent House,No,832818
2855.439123,5,2007,Gurugram,Residential Lane,Semi-Furnished,Apartment,Yes,737272
2250.105477,2,2019,Indore,Highway Facing,Semi-Furnished,Apartment,No,540137
2460.178011,6,2015,Lucknow,Corner Plot,Furnished,Apartment,Yes,698704
2239.998545,5,1992,Kanpur,Gated Society,Furnished,Villa,No,695371
,7,1997,Kanpur,Corner Plot,Semi-Furnished,Apartment,No,446111
2122.081618,6,2009,Indore,Highway Facing,Furnished,Apartment,Yes,579905
2747.569833,6,2004,Prayagraj,Highway Facing,Unfurnished,Duplex,No,708820
1736.62638,3,1986,Jaipur,Residential Lane,Semi-Furnished,Apartment,No,394250
1939.595832,4,2021,Prayagraj,Residential Lane,Furnished,Apartment,Yes,537781
1806.925628,7,2017,Delhi,Main Road,Semi-Furnished,Apartment,No,619430
2153.809972,4,2016,Noida,Main Road,Semi-Furnished,Duplex,No,651173
2058.105882,3,2008,Prayagraj,Residential Lane,Semi-Furnished,Independent House,Yes,528851
2728.386177,2,1999,Kanpur,Highway Facing,Furnished,Independent House,No,640946
2555.997118,7,2006,Lucknow,Main Road,Unfurnished,Apartment,No,596022
1663.548685,4,1996,Indore,Highway Facing,Furnished,Duplex,No,524302
1463.461045,7,2019,Prayagraj,Highway Facing,Unfurnished,Independent House,No,468898
1802.752114,7,2002,Delhi,Main Road,Unfurnished,Duplex,No,627680
1658.913345,2,2018,Prayagraj,Main Road,Unfurnished,Independent House,No,442639
2522.39119,5,2024,Lucknow,Main Road,Unfurnished,Independent House,Yes,690207
2229.437539,5,1999,Prayagraj,Corner Plot,Unfurnished,Apartment,No,499272
3103.113318,3,2001,Kanpur,Main Road,Semi-Furnished,Apartment,No,672526
1728.925969,3,1990,Jaipur,Residential Lane,,Apartment,No,417965
2638.347725,4,1989,Jaipur,Residential Lane,Furnished,Duplex,Yes,709616
2923.128904,3,2019,Jaipur,Gated Society,Furnished,Duplex,No,776584
2850.040101,2,1985,Lucknow,Residential Lane,Furnished,Independent House,No,646664
1956.297819,2,2017,Jaipur,Residential Lane,Semi-Furnished,Duplex,Yes,578205
2615.315584,7,2011,Indore,Highway Facing,Unfurnished,Apartment,No,672240
2912.834684,7,2010,Noida,Main Road,Semi-Furnished,Apartment,No,744381
1801.805318,7,2017,Prayagraj,Main Road,Furnished,Independent House,Yes,620608
1995.478165,2,2001,Indore,Residential Lane,Semi-Furnished,Independent House,Yes,498474
2276.937978,6,2001,Indore,Corner Plot,Unfurnished,Apartment,Yes,592179
2929.283484,5,2002,Indore,Highway Facing,Furnished,Apartment,No,673320
1371.219675,4,2010,Delhi,Residential Lane,Furnished,Duplex,No,537743
1883.265058,3,2017,Delhi,Corner Plot,Unfurnished,Villa,No,584590
1760.032721,3,2019,Lucknow,Gated Society,Semi-Furnished,Apartment,No,443062
1888.388043,7,1985,Noida,Residential Lane,Semi-Furnished,Independent House,Yes,605901
1986.190346,2,1998,Noida,Main Road,Semi-Furnished,Independent House,No,583043
1713.712836,5,2010,Prayagraj,Residential Lane,Semi-Furnished,Independent House,No,430877
1854.415118,3,1993,Prayagraj,Main Road,Unfurnished,Independent House,No,441189
2460.663755,4,1996,Indore,Corner Plot,Semi-Furnished,Apartment,No,541348
2214.480309,6,2020,Lucknow,Corner Plot,Unfurnished,Independent House,Yes,657809
1871.664142,4,1990,Prayagraj,Highway Facing,Furnished,Apartment,Yes,436874
1563.732868,4,1989,Prayagraj,Main Road,Semi-Furnished,Apartment,No,394701
2546.581827,3,2008,Jaipur,Residential Lane,Unfurnished,Independent House,No,554804
1865.475421,7,2015,Lucknow,Corner Plot,Furnished,Independent House,No,614322
2511.424721,3,1989,Lucknow,Main Road,Semi-Furnished,Apartment,Yes,591075
,2,1996,Indore,Residential Lane,Furnished,Independent House,No,479128
2504.232036,5,2013,Prayagraj,Residential Lane,Furnished,Independent House,No,639094
2502.933254,2,1985,Kanpur,Gated Society,Semi-Furnished,Apartment,No,527024
3103.857986,4,1994,Prayagraj,Gated Society,Furnished,Independent House,No,763786
3024.007408,5,2016,Noida,Highway Facing,Furnished,Villa,No,884376
2290.534315,2,1995,Delhi,Corner Plot,Semi-Furnished,Apartment,No,565545
2408.840788,2,2005,Jaipur,Main Road,Semi-Furnished,Independent House,No,623102
1987.449623,3,2008,Kanpur,Corner Plot,Furnished,Apartment,No,499259
2588.875242,6,2024,Noida,Highway Facing,Semi-Furnished,Apartment,No,742073
1843.429351,2,1996,Prayagraj,Main Road,,Duplex,No,457379
2709.776787,6,2003,Noida,Highway Facing,Furnished,Villa,No,869636
2331.719207,3,1997,Lucknow,Residential Lane,Furnished,Apartment,No,536703
1971.961338,7,1993,Prayagraj,Gated Society,Semi-Furnished,Duplex,No,618145
1676.999099,3,1999,Jaipur,Corner Plot,Semi-Furnished,Apartment,Yes,450193
2514.603453,2,1988,Noida,Gated Society,Furnished,Apartment,Yes,639144
1554.701744,4,2023,Jaipur,Highway Facing,Furnished,Villa,Yes,612160
3123.27107,6,2009,Noida,Gated Society,Furnished,Apartment,Yes,828379
794.0251729,5,2012,Prayagraj,Residential Lane,Unfurnished,Villa,No,362270
2291.87035,7,1995,Lucknow,Gated Society,Furnished,Independent House,No,694050
2527.519994,7,1999,Gurugram,Highway Facing,Furnished,Duplex,Yes,798935
1646.780539,3,2020,Delhi,Gated Society,Unfurnished,Independent House,No,527653
3333.452541,3,1998,Delhi,Gated Society,Furnished,Apartment,No,841504
1714.647523,3,2001,Gurugram,Highway Facing,Semi-Furnished,Independent House,No,488412
2549.885517,3,2008,Kanpur,Highway Facing,Semi-Furnished,Duplex,Yes,629956
1006.026136,2,1997,Lucknow,Corner Plot,Semi-Furnished,Villa,No,373658
2635.066423,3,1996,Indore,Corner Plot,Unfurnished,Apartment,No,550117
2322.700174,5,2000,Jaipur,Main Road,Semi-Furnished,Duplex,No,665811
1676.801834,7,2020,Lucknow,Highway Facing,Semi-Furnished,Apartment,No,489954
1933.704327,3,1986,Noida,Residential Lane,Furnished,Apartment,No,465074
1303.12502,4,2005,Lucknow,Main Road,Furnished,Apartment,Yes,427607
1936.682786,5,2024,Jaipur,Highway Facing,Unfurnished,Apartment,No,503673
2417.689367,6,2020,Noida,Main Road,Unfurnished,Apartment,No,650928
2572.449928,7,2007,Kanpur,Main Road,Unfurnished,Apartment,Yes,657127
1294.224878,6,2003,Delhi,Gated Society,Furnished,Independent House,No,586043
,5,2018,Jaipur,Highway Facing,Furnished,Apartment,No,583729
2488.077466,4,2003,Kanpur,Residential Lane,Unfurnished,Independent House,No,591204
3221.15609,2,1989,Prayagraj,Highway Facing,Furnished,Duplex,No,711736
1915.327671,6,2002,Gurugram,Corner Plot,Furnished,Duplex,Yes,685190
2297.558544,4,2003,Lucknow,Main Road,Furnished,Villa,No,656963
1894.116439,7,2023,Noida,Highway Facing,Semi-Furnished,Independent House,No,626727
2001.982677,,2015,Jaipur,Corner Plot,Furnished,Independent House,No,646793
2748.697642,7,1992,Gurugram,Residential Lane,Furnished,Apartment,No,719403
1161.857453,4,1998,Jaipur,Corner Plot,Furnished,Apartment,No,347599
2050.027083,,2015,Prayagraj,Corner Plot,Furnished,Apartment,No,485379
2162.532116,3,1999,Noida,Main Road,Furnished,Independent House,No,623407
2617.957509,3,1990,Prayagraj,Residential Lane,Furnished,Apartment,No,578760
2727.523112,6,2016,Kanpur,Residential Lane,Furnished,Apartment,Yes,711620
1364.850488,6,1986,Jaipur,Main Road,Furnished,Villa,Yes,577467
,7,1988,Gurugram,Highway Facing,Semi-Furnished,Apartment,No,492655
1711.959905,5,2009,Lucknow,Gated Society,Semi-Furnished,Independent House,No,565231
1981.982464,2,1986,Lucknow,Residential Lane,Furnished,Independent House,Yes,515115
6680.510005,4,2019,Lucknow,Gated Society,Semi-Furnished,Duplex,No,1366762.171
2574.74928,5,1997,Delhi,Main Road,Unfurnished,Independent House,No,688488
2089.738965,6,2010,Jaipur,Gated Society,Semi-Furnished,Independent House,No,601347
1840.355886,4,1991,Kanpur,Main Road,Furnished,Independent House,No,511156
2157.566043,5,1991,Prayagraj,Highway Facing,Furnished,Apartment,No,504223
1378.109531,7,2004,Lucknow,Main Road,Unfurnished,Independent House,Yes,516095
1871.854018,6,2023,Kanpur,Gated Society,Unfurnished,Independent House,No,604897
1626.603304,4,2002,Indore,Highway Facing,Semi-Furnished,Independent House,Yes,476333
1532.891282,6,2012,Prayagraj,Corner Plot,Semi-Furnished,Apartment,No,446372
1865.890242,6,2022,Lucknow,Residential Lane,Unfurnished,Independent House,No,527382
3721.376956,6,2023,Gurugram,Gated Society,Unfurnished,Apartment,No,924877
2794.030833,6,2023,Kanpur,Residential Lane,Furnished,Villa,No,825096
2931.709927,4,2019,Jaipur,Main Road,,Apartment,No,690087
2136.626672,3,1994,Noida,Residential Lane,Semi-Furnished,Duplex,Yes,603264
1435.72046,7,2005,Kanpur,Main Road,Unfurnished,Independent House,Yes,515166
2515.410143,3,2022,Noida,Gated Society,Furnished,Independent House,No,745682
2256.366553,5,2015,Indore,Highway Facing,Furnished,Independent House,No,623455
1895.800601,4,2022,Gurugram,Main Road,Semi-Furnished,Apartment,No,571570
2503.537285,5,1992,Jaipur,Residential Lane,Furnished,Independent House,No,656681
2310.248327,6,2000,Prayagraj,Gated Society,,Independent House,No,653100
2252.654709,7,2017,Delhi,Highway Facing,Furnished,Apartment,No,689598
2610.890064,5,1992,Prayagraj,Residential Lane,Furnished,Apartment,No,613935
,2,2007,Lucknow,Main Road,Furnished,Villa,No,738476
3226.973312,3,2002,Lucknow,Gated Society,Semi-Furnished,Duplex,No,810033
1938.279565,6,2014,Gurugram,Highway Facing,Furnished,Independent House,Yes,685243
2187.337648,3,2019,Lucknow,Highway Facing,Semi-Furnished,Apartment,No,507919
2459.524286,4,1985,Gurugram,Corner Plot,Semi-Furnished,Apartment,No,582821
1672.671849,4,2023,Jaipur,Main Road,Unfurnished,Apartment,No,420936
2579.759977,5,2004,Lucknow,Corner Plot,Semi-Furnished,Independent House,No,664738
2658.970996,3,2003,Indore,Highway Facing,Furnished,Independent House,No,618721
1931.762045,2,2002,Prayagraj,Corner Plot,Semi-Furnished,Independent House,No,485855
2734.939703,4,1993,Delhi,Gated Society,Furnished,Apartment,No,732500
3269.526696,3,2023,Gurugram,Corner Plot,Furnished,Apartment,Yes,833496
2356.470482,5,1996,Kanpur,Corner Plot,Furnished,Villa,No,694331
2272.702558,2,2017,Noida,Main Road,Furnished,Apartment,No,591822
